model,universe,lookback,seed,rmse,mae,hit_ratio,non_tiny_hit_ratio,extreme_hit_ratio,pairwise_hit,ic,long_short_sharpe,long_short_sortino,max_drawdown,cumulative_return,scenario,n_dates,n_currency_obs
mlp,core6,10,42,0.005999981683611131,0.004365196672012047,0.49255002128565345,0.49765857811834824,0.4957446808510638,0.49323116219667945,-0.006102652116570062,0.5194675329602888,0.8671933755930729,-0.13490903125693876,0.10794616628163567,extreme_union,783,4698
lstm,core6,10,42,0.005442036856227926,0.003931095081044381,0.476517230863068,0.4943580359865813,0.4885670731707317,0.48392802683745045,-0.021879237862141927,-0.4874461077359998,-0.7556870487510946,-0.2325390084981791,-0.13287059427534587,all_test,1093,6558
lstm,core6,10,42,0.009953078138786408,0.00845695371962908,0.4839924670433145,0.4952919020715631,0.5164319248826291,0.47984934086629,-0.03922518159806296,-1.8007861708670643,-2.9155468910410733,-0.1531292576364649,-0.10967321593125234,high_fx_vol,177,1062
lstm,core6,10,42,0.011721954041998998,0.00936490029835581,0.5390946502057613,0.522633744855967,0.45918367346938777,0.4748971193415638,-0.05961199294532628,-2.511875560855517,-4.730752728725178,-0.12710033629264217,-0.0883547857956728,large_abs_move,81,486
lstm,core6,10,42,0.009932780464655008,0.0074114547204393,0.5116666666666667,0.52,0.5916666666666667,0.48133333333333334,-0.0382857142857143,-2.2808790584186367,-4.550508028538409,-0.1545712287806964,-0.1059844685059943,cross_section_dispersion,100,600
lstm,core6,10,42,0.006169215211226348,0.004341241848208977,0.4977924944812362,0.5320088300220751,0.5702479338842975,0.46114790286975715,-0.0792957483187684,-1.7516834047453824,-2.9823627902461958,-0.1480596698024783,-0.1441651279751568,risk_off,302,1812
lstm,core6,10,42,0.006060688402487728,0.004401417660287849,0.47837552742616035,0.4957805907172996,0.49736842105263157,0.479746835443038,-0.0361286234805566,-0.9103064275136654,-1.3792733392685275,-0.11561395677063047,-0.07397848087521197,dollar_shock,316,1896
lstm,core6,10,42,0.005893844900204345,0.004222553102219972,0.4907149489322191,0.4976787372330548,0.46635730858468677,0.4826369545032498,-0.03716673298846,-1.0443492077399688,-1.6575578553851043,-0.16444564797666317,-0.09709284263999507,commodity_shock,359,2154
lstm,core6,10,42,0.006300695484480938,0.004450522615511714,0.48148148148148145,0.47883597883597884,0.46204620462046203,0.4925925925925926,-0.016922026407611396,-0.41774286122943605,-0.6498681868238251,-0.07248157178173642,-0.029979376603705532,yield_shock,252,1512
lstm,core6,10,42,0.006364950573526966,0.004391643088090808,0.4704641350210971,0.4873417721518987,0.5052631578947369,0.47848101265822784,-0.051400213608427225,-1.670596574530578,-2.567869993141356,-0.08262771725048879,-0.07601334505989144,vix_spike,158,948
